iso3,year,partner,measure,value,unit,source,retrieved
CYP,2024,Rest of Europe (non-EU27),export share,30.2542,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,Asia (excl. Middle East),export share,8.4625,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,Middle East,export share,13.4285,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,Africa,export share,31.0082,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,North America,export share,2.5686,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,Latin America & Caribbean,export share,0.9422,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,Oceania & polar regions,export share,3.2314,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2024,Other / unallocated,export share,10.1043,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,World,total exports,5501682281,EUR,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = n/a (level, partner=WORLD)",2026-08-06
CYP,2025,European Union (EU27),export share,24.3927,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Rest of Europe (non-EU27),export share,6.5966,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Asia (excl. Middle East),export share,6.1326,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Middle East,export share,13.6127,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Africa,export share,36.7146,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,North America,export share,1.7553,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Latin America & Caribbean,export share,1.0824,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Oceania & polar regions,export share,2.4877,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Other / unallocated,export share,7.2254,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CYP,2025,Rest of Europe (non-EU27),export share,8.7248,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,Asia (excl. Middle East),export share,8.1112,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,Middle East,export share,18.0045,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,Africa,export share,48.5596,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,North America,export share,2.3216,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,Latin America & Caribbean,export share,1.4316,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,Oceania & polar regions,export share,3.2902,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CYP,2025,Other / unallocated,export share,9.5564,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CY, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,World,total exports,251303431058,EUR,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = n/a (level, partner=WORLD)",2026-08-06
CZE,2025,European Union (EU27),export share,78.7298,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Rest of Europe (non-EU27),export share,10.0801,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Asia (excl. Middle East),export share,4.2788,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Middle East,export share,1.499,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Africa,export share,1.1521,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,North America,export share,2.9631,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Latin America & Caribbean,export share,0.9369,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Oceania & polar regions,export share,0.3109,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Other / unallocated,export share,0.0493,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
CZE,2025,Rest of Europe (non-EU27),export share,47.3908,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,Asia (excl. Middle East),export share,20.1162,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,Middle East,export share,7.0473,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,Africa,export share,5.4166,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,North America,export share,13.9308,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,Latin America & Caribbean,export share,4.4048,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,Oceania & polar regions,export share,1.4619,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
CZE,2025,Other / unallocated,export share,0.2316,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=CZ, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,World,total exports,1548966055618,EUR,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = n/a (level, partner=WORLD)",2026-08-06
DEU,2024,European Union (EU27),export share,54.0534,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Rest of Europe (non-EU27),export share,13.844,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Asia (excl. Middle East),export share,12.9229,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Middle East,export share,2.0515,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Africa,export share,1.6956,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,North America,export share,11.2444,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Latin America & Caribbean,export share,2.8882,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Oceania & polar regions,export share,0.8439,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Other / unallocated,export share,0.4561,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2024,Rest of Europe (non-EU27),export share,30.1306,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,Asia (excl. Middle East),export share,28.126,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,Middle East,export share,4.465,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,Africa,export share,3.6903,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,North America,export share,24.4727,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,Latin America & Caribbean,export share,6.2861,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,Oceania & polar regions,export share,1.8366,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2024,Other / unallocated,export share,0.9928,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2024; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2025,World,total exports,1563386507510,EUR,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = n/a (level, partner=WORLD)",2026-08-06
DEU,2025,European Union (EU27),export share,55.7489,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Rest of Europe (non-EU27),export share,14.1505,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Asia (excl. Middle East),export share,11.9125,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Middle East,export share,2.2026,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Africa,export share,1.8176,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,North America,export share,10.1917,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Latin America & Caribbean,export share,2.7512,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Oceania & polar regions,export share,0.7747,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Other / unallocated,export share,0.4502,% of total exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = partner=WORLD total exports",2026-08-06
DEU,2025,Rest of Europe (non-EU27),export share,31.9778,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2025,Asia (excl. Middle East),export share,26.9204,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2025,Middle East,export share,4.9775,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2025,Africa,export share,4.1075,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2025,North America,export share,23.0315,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
DEU,2025,Latin America & Caribbean,export share,6.2173,% of extra-EU27 exports,"Eurostat COMEXT ds-059331 (International trade of EU and non-EU countries since 2002 by SITC); reporter=DE, product=TOTAL, flow=2 EXPORT, indicators=VALUE_EUR, freq=A, time=2025; regional aggregate = sum of individual partner-country values (mapping in _regions_build.py); denominator = total exports minus exports to the 27 EU member states",2026-08-06
